1,2,5,0,1,"(anonymous)@92-92@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",92,92
19,3,210,1,45,"CopilotProvider@48-92@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","CopilotProvider","CopilotProvider ( props CopilotProviderProps )",48,92
11,1,22,0,11,"(anonymous)@95-105@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","(anonymous)","(anonymous)",95,105
14,2,58,2,15,"presenceFromMap@111-125@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","presenceFromMap","presenceFromMap ( connectionId , p Record )",111,125
60,22,431,6,62,"handleFrame@125-186@packages/plugin-copilot/src/react/copilot-provider.tsx","packages/plugin-copilot/src/react/copilot-provider.tsx","handleFrame","handleFrame ( frame CopilotFrame , messageIdRef React MutableRefObject , cap , setMessages React Dispatch , setPresence React Dispatch , setLastError React Dispatch , )",125,186
25,11,185,3,29,"evaluate@38-66@packages/plugin-copilot/src/internal/trigger-evaluator.ts","packages/plugin-copilot/src/internal/trigger-evaluator.ts","evaluate","evaluate ( triggers ReadonlyArray , frame CopilotFrame , roomId )",38,66
5,1,26,3,5,"scheduleIdleCheck@73-77@packages/plugin-copilot/src/internal/trigger-evaluator.ts","packages/plugin-copilot/src/internal/trigger-evaluator.ts","scheduleIdleCheck","scheduleIdleCheck ( roomId , trigger Extract , onIdle ( )",73,77
19,6,127,0,20,"check@81-100@packages/plugin-copilot/src/internal/trigger-evaluator.ts","packages/plugin-copilot/src/internal/trigger-evaluator.ts","check","check ( )",81,100
7,2,36,0,7,"(anonymous)@103-109@packages/plugin-copilot/src/internal/trigger-evaluator.ts","packages/plugin-copilot/src/internal/trigger-evaluator.ts","(anonymous)","(anonymous)",103,109
7,2,55,0,34,"(anonymous)@77-110@packages/plugin-copilot/src/internal/trigger-evaluator.ts","packages/plugin-copilot/src/internal/trigger-evaluator.ts","(anonymous)","(anonymous)",77,110
13,5,87,2,14,"matchesTrigger@123-136@packages/plugin-copilot/src/internal/trigger-evaluator.ts","packages/plugin-copilot/src/internal/trigger-evaluator.ts","matchesTrigger","matchesTrigger ( trigger CopilotTrigger , frame CopilotFrame )",123,136
16,4,77,1,19,"ensureCanvasPeer@17-35@packages/plugin-copilot/src/internal/canvas-bridge.ts","packages/plugin-copilot/src/internal/canvas-bridge.ts","ensureCanvasPeer","ensureCanvasPeer ( config CopilotCanvasConfig undefined , )",17,35
17,5,93,1,20,"ensureVoicePeer@19-38@packages/plugin-copilot/src/internal/voice-bridge.ts","packages/plugin-copilot/src/internal/voice-bridge.ts","ensureVoicePeer","ensureVoicePeer ( config CopilotVoiceConfig undefined , )",19,38
19,12,131,1,19,"constructor@74-92@packages/plugin-copilot/src/internal/runtime.ts","packages/plugin-copilot/src/internal/runtime.ts","constructor","constructor ( opts CopilotRuntimeOptions )",74,92
